ENSMUST00000000001	Gnai3__chr3
ENSMUST00000185557	Dnah7b__chr1
ENSMUST00000185558	1810043H04Rik__chr11
ENSMUST00000185559	Tpbg__chr9
ENSMUST00000185560	Tmem163__chr1
ENSMUST00000185561	Pxylp1__chr9
ENSMUST00000185562	Gm29000__chrY
ENSMUST00000185563	Gm29073__chrY
ENSMUST00000185564	Gm28731__chr9
ENSMUST00000185565	Gm20835__chrY
ENSMUST00000185566	Rwdd2a__chr9
ENSMUST00000185567	Trip12__chr1
ENSMUST00000185568	2900052N01Rik__chr9
ENSMUST00000185569	Itm2c__chr1
ENSMUST00000185570	Ptprc__chr1
ENSMUST00000185571	Gm3454__chr15
ENSMUST00000185572	Gm29633__chrY
ENSMUST00000185573	Nbeal1__chr1
ENSMUST00000185574	Gsdmcl-ps__chr15
ENSMUST00000185575	Gm29564__chrY
ENSMUST00000185576	Gm20834__chrY
ENSMUST00000185577	Gm29416__chrY
ENSMUST00000185578	Nif3l1__chr1
ENSMUST00000185579	Tpp2__chr1
ENSMUST00000185580	1700057G04Rik__chr9
ENSMUST00000185581	Krtap6-3__chr16
ENSMUST00000185582	Ank3__chr10
ENSMUST00000185583	Gm29116__chrY
ENSMUST00000185584	1700031M16Rik__chr15
ENSMUST00000185585	Gm28296__chrY
ENSMUST00000185586	Gm28684__chrY
ENSMUST00000185587	Gm29084__chr1
ENSMUST00000185588	Gm29473__chrY
ENSMUST00000185589	Gramd1a__chr7
ENSMUST00000185590	1700063D05Rik__chr9
ENSMUST00000185591	Gm7889__chr1
ENSMUST00000185592	Gm28431__chrY
ENSMUST00000185593	Gm29532__chrY
ENSMUST00000185594	Creb1__chr1
ENSMUST00000185595	Serpina3a__chr12
ENSMUST00000185596	Srgap2__chr1
ENSMUST00000185597	Gm8296__chr1
ENSMUST00000185598	Gm20898__chrY
ENSMUST00000185599	Pantr1__chr1
ENSMUST00000185600	2810049E08Rik__chr13
ENSMUST00000185601	Cdk18__chr1
ENSMUST00000185602	1700003P14Rik__chr13
ENSMUST00000185603	Gm28278__chrY
ENSMUST00000185604	Phf3__chr1
ENSMUST00000185605	Gm29504__chrY
ENSMUST00000185606	Dner__chr1
ENSMUST00000185607	1700031L13Rik__chr5
ENSMUST00000185608	Gm28488__chrY
ENSMUST00000185609	Gm29299__chrY
ENSMUST00000185610	Ptpn18__chr1
ENSMUST00000185612	Urah__chr7
ENSMUST00000185613	Gm29426__chrY
ENSMUST00000185614	Kansl3__chr1
ENSMUST00000185615	Gm28885__chrY
ENSMUST00000185616	Adam23__chr1
ENSMUST00000185617	Gm28221__chr15
ENSMUST00000185618	Dap__chr15
ENSMUST00000185619	Pdzd2__chr15
ENSMUST00000185620	Gm29662__chrY
ENSMUST00000185621	Kansl3__chr1
ENSMUST00000185622	2810030D12Rik__chr8
ENSMUST00000185623	Gm21868__chrY
ENSMUST00000185624	Ncapd2__chr6
ENSMUST00000185625	Gm29360__chrY
ENSMUST00000185626	Tcte2__chr17
ENSMUST00000185627	Gm28322__chr1
ENSMUST00000185628	2010010A06Rik__chr18
ENSMUST00000185629	Gm5702__chr1
ENSMUST00000185630	Gm28407__chrY
ENSMUST00000185631	Gm29660__chrY
ENSMUST00000185632	Gm8391__chr1
ENSMUST00000185633	Xrn1__chr9
ENSMUST00000185634	Gm20800__chrY
ENSMUST00000185635	AV026068__chr8
ENSMUST00000185636	Gm21317__chrY
ENSMUST00000185637	Gm28821__chr7
ENSMUST00000185638	Gm28456__chrY
ENSMUST00000185639	Gm28064__chr1
ENSMUST00000185640	Gm21877__chrY
ENSMUST00000185641	Atp5g2__chr15
ENSMUST00000185642	Gm28303__chrY
ENSMUST00000185643	Gm20902__chrY
ENSMUST00000185644	Tfdp2__chr9
ENSMUST00000185645	Tex264__chr9
ENSMUST00000185646	Gm21268__chrY
ENSMUST00000185647	Gm8392__chr1
ENSMUST00000185649	Gm29649__chr1
ENSMUST00000185650	Snhg4__chr18
ENSMUST00000185651	Trav1__chr14
ENSMUST00000185652	1810034E14Rik__chr13
ENSMUST00000185653	Gm21919__chrY
ENSMUST00000185654	Dnajb2__chr1
ENSMUST00000185655	Gm21257__chrY
ENSMUST00000185656	Zfp287__chr11
ENSMUST00000185657	Gm28234__chrY
ENSMUST00000185658	Gm28281__chr1
ENSMUST00000185659	Gm29396__chr9
ENSMUST00000185660	Gm17791__chr7
ENSMUST00000185661	Zfp672__chr11
ENSMUST00000185662	Gm26667__chr16
ENSMUST00000185663	Gm28214__chr2
ENSMUST00000185664	Sh3bgrl2__chr9
ENSMUST00000185665	Rgs6__chr12
ENSMUST00000185666	Khdrbs2__chr1
ENSMUST00000185667	Gm29582__chrY
ENSMUST00000185668	Fmn1__chr2
ENSMUST00000185669	Gm28762__chrY
ENSMUST00000185670	Gm21733__chrY
ENSMUST00000185671	Gm28385__chr1
ENSMUST00000185672	Trip12__chr1
ENSMUST00000185673	Tardbp__chr4
ENSMUST00000185674	Rgs6__chr12
ENSMUST00000185675	Glce__chr9
ENSMUST00000185676	Ncl__chr1
ENSMUST00000185677	Gm18356__chr7
ENSMUST00000185678	Celrr__chr1
ENSMUST00000185679	Gm28590__chr1
ENSMUST00000185680	1700109I08Rik__chr14
ENSMUST00000185681	A930005H10Rik__chr3
ENSMUST00000185682	Adgrb1__chr15
ENSMUST00000185683	Gm28082__chrY
ENSMUST00000185684	Gm4850__chr1
ENSMUST00000185685	Bok__chr1
ENSMUST00000185686	Gm29514__chr1
ENSMUST00000185687	Col3a1__chr1
ENSMUST00000185688	Gm28079__chrY
ENSMUST00000185689	4930556G22Rik__chr1
ENSMUST00000185690	Gm2617__chr19
ENSMUST00000185691	Lrcol1__chr5
ENSMUST00000185692	2310035C23Rik__chr1
ENSMUST00000185693	Snhg14__chr7
ENSMUST00000185694	BC043934__chr9
ENSMUST00000185695	Gm29174__chr8
ENSMUST00000185696	Gm8204__chr1
ENSMUST00000185697	Ube2f__chr1
ENSMUST00000185698	Pdc__chr1
ENSMUST00000185699	Gm18254__chr7
ENSMUST00000185700	Bap1__chr14
ENSMUST00000185701	Pik3r1__chr13
ENSMUST00000185702	Tns1__chr1
ENSMUST00000185703	Gm9553__chr1
ENSMUST00000185704	Gm28344__chr1
ENSMUST00000185705	Gm29049__chrY
ENSMUST00000185706	Gm17969__chr1
ENSMUST00000185707	Rbm15b__chr9
ENSMUST00000185708	Gm8502__chrY
ENSMUST00000185709	9430016H08Rik__chr1
ENSMUST00000185710	Gm29596__chr1
ENSMUST00000185712	9130019P16Rik__chr6
ENSMUST00000185713	Gm21858__chrY
ENSMUST00000185714	Rgs1__chr1
ENSMUST00000185715	Psmc3__chr2
ENSMUST00000185716	Gm29509__chr6
ENSMUST00000185717	Gm29075__chrY
ENSMUST00000185718	Asb1__chr1
ENSMUST00000185719	Ppp2r3a__chr9
ENSMUST00000185720	Trip12__chr1
ENSMUST00000185721	Topbp1__chr9
ENSMUST00000185722	Gm20125__chr10
ENSMUST00000185723	Gm29535__chrY
ENSMUST00000185724	Atf7ip__chr6
ENSMUST00000185725	1700091H14Rik__chr14
ENSMUST00000185726	1700064M15Rik__chr12
ENSMUST00000185727	Gm29253__chr1
ENSMUST00000185728	Gm21825__chrY
ENSMUST00000185729	Gm29071__chrY
ENSMUST00000185730	Gm29617__chrY
ENSMUST00000185731	Rsbn1__chr3
ENSMUST00000185732	Ndufs1__chr1
ENSMUST00000185733	Arpc2__chr1
ENSMUST00000185734	Gm5316__chr6
ENSMUST00000185735	Ppp2r3a__chr9
ENSMUST00000185736	Dst__chr1
ENSMUST00000185737	Gm28935__chr19
ENSMUST00000185738	Gm29588__chr6
ENSMUST00000185739	Cbll1__chr12
ENSMUST00000185740	Gm28176__chrY
ENSMUST00000185741	Gm29513__chr11
ENSMUST00000185742	Uchl5__chr1
ENSMUST00000185743	Stat1__chr1
ENSMUST00000185744	Gm8304__chr1
ENSMUST00000185745	Begain__chr12
ENSMUST00000185746	Gm10421__chr12
ENSMUST00000185747	Gm28771__chrY
ENSMUST00000185748	Ffar3__chr7
ENSMUST00000185749	Gm20889__chrY
ENSMUST00000185750	2310035C23Rik__chr1
ENSMUST00000185751	4933427E11Rik__chr15
ENSMUST00000185752	Elf3__chr1
ENSMUST00000185753	Gm973__chr1
ENSMUST00000185754	Atg4b__chr1
ENSMUST00000185755	Gm3701__chrX
ENSMUST00000185756	Lad1__chr1
ENSMUST00000185757	Gm28574__chrY
ENSMUST00000185758	1700015G11Rik__chr7
ENSMUST00000185759	Xrn1__chr9
ENSMUST00000185760	Gm28781__chrY
ENSMUST00000185761	Gm29630__chr1
ENSMUST00000185762	K230010J24Rik__chr15
ENSMUST00000185763	Chrng__chr1
ENSMUST00000185764	4930519F24Rik__chr9
ENSMUST00000185765	Gm28950__chrY
ENSMUST00000185766	Adm__chr7
ENSMUST00000185767	Taf9__chr13
ENSMUST00000185768	1700027A15Rik__chr1
ENSMUST00000185769	Gm28089__chrY
ENSMUST00000185770	Gm3096__chr9
ENSMUST00000185771	Tceb1__chr1
ENSMUST00000185772	Nop58__chr1
ENSMUST00000185773	Gm28755__chr1
ENSMUST00000185774	Gm28197__chrY
ENSMUST00000185775	Peak1__chr9
ENSMUST00000185776	Gm21095__chrY
ENSMUST00000185777	Gm18751__chr1
ENSMUST00000185778	Gm7634__chr1
ENSMUST00000185779	Pcbp4__chr9
ENSMUST00000185780	Sulf1__chr1
ENSMUST00000185781	Gm29179__chrY
ENSMUST00000185782	Gm28110__chrY
ENSMUST00000185783	Cipc__chr12
ENSMUST00000185784	Gm29077__chrY
ENSMUST00000185785	Ncl__chr1
ENSMUST00000185786	Gm29235__chr2
ENSMUST00000185787	Gm17752__chr1
ENSMUST00000185788	Abi2__chr1
ENSMUST00000185789	Kcnq1ot1__chr7
ENSMUST00000185790	Tmem194b__chr1
ENSMUST00000185791	Gm18700__chr1
ENSMUST00000185792	Gm19927__chr1
ENSMUST00000185793	AV026068__chr8
ENSMUST00000185794	Gm29139__chr9
ENSMUST00000185795	Pik3r1__chr13
ENSMUST00000185796	Zfp442__chr2
ENSMUST00000185797	Dnpep__chr1
ENSMUST00000185798	Mhrt__chr14
ENSMUST00000185799	Cep70__chr9
ENSMUST00000185800	Bclaf1__chr10
ENSMUST00000185801	Gm29353__chrY
ENSMUST00000185802	Gm28478__chr1
ENSMUST00000185803	1700029J03Rik__chr16
ENSMUST00000185804	Mir124-2hg__chr3
ENSMUST00000185805	Gm7553__chr1
ENSMUST00000185806	Gm5835__chr1
ENSMUST00000185807	Fam135a__chr1
ENSMUST00000185808	Gm29123__chr9
ENSMUST00000185809	1700108F19Rik__chr14
ENSMUST00000185810	K230010J24Rik__chr15
ENSMUST00000185811	Gm28273__chrY
ENSMUST00000185812	Mir124a-1hg__chr14
ENSMUST00000185813	Gm29570__chr1
ENSMUST00000185814	Snhg4__chr18
ENSMUST00000185815	Snhg14__chr7
ENSMUST00000185816	Gm29178__chrY
ENSMUST00000185817	Pgap1__chr1
ENSMUST00000185818	Lrrc28__chr7
ENSMUST00000185819	Acad11__chr9
ENSMUST00000185820	Tctn2__chr5
ENSMUST00000185822	1700086L19Rik__chr12
ENSMUST00000185823	Muc2__chr7
ENSMUST00000185824	Tardbp__chr4
ENSMUST00000185825	Gm29244__chrY
ENSMUST00000185826	Gm4557__chr7
ENSMUST00000185827	Ndufs1__chr1
ENSMUST00000185828	Gm28235__chrY
ENSMUST00000185830	1700034K08Rik__chr9
ENSMUST00000185831	Pcbp4__chr9
ENSMUST00000185832	Gm9999__chr7
ENSMUST00000185833	Gm20799__chrY
ENSMUST00000185834	Gm11007__chr2
ENSMUST00000185835	2810429I04Rik__chr13
ENSMUST00000185836	Mgat4e__chr1
ENSMUST00000185837	Uty__chrY
ENSMUST00000185838	Gm21160__chrY
ENSMUST00000185839	Lama2__chr10
ENSMUST00000185840	Dopey1__chr9
ENSMUST00000185841	1700015G11Rik__chr7
ENSMUST00000185842	Gm28836__chr1
ENSMUST00000185843	Gm29421__chrY
ENSMUST00000185844	Gm29315__chrY
ENSMUST00000185845	Gm28339__chrY
ENSMUST00000185846	Gm29613__chrY
ENSMUST00000185847	Ndufs1__chr1
ENSMUST00000185848	Gm10138__chr1
ENSMUST00000185849	Ptprn__chr1
ENSMUST00000185850	Gm28840__chrY
ENSMUST00000185851	Ms4a1__chr19
ENSMUST00000185852	Msh3__chr13
ENSMUST00000185853	R3hdm1__chr1
ENSMUST00000185854	Pcbp4__chr9
ENSMUST00000185855	Pdzd2__chr15
ENSMUST00000185856	Gm28557__chr13
ENSMUST00000185857	Gm29069__chr1
ENSMUST00000185858	Gm3605__chr1
ENSMUST00000185859	Gm28645__chr1
ENSMUST00000185860	Gm5261__chr1
ENSMUST00000185861	Ly6e__chr15
ENSMUST00000185862	Gm29220__chrY
ENSMUST00000185863	Ly6e__chr15
ENSMUST00000185864	Gm28958__chrY
ENSMUST00000185865	Gm29437__chrY
ENSMUST00000185867	Gm8369__chr19
ENSMUST00000185868	Gm29617__chrY
ENSMUST00000185869	Gm29412__chrY
ENSMUST00000185870	Gm28596__chrY
ENSMUST00000185871	Zap70__chr1
ENSMUST00000185872	Gm18406__chr1
ENSMUST00000185873	Glce__chr9
ENSMUST00000185874	Pcbp4__chr9
ENSMUST00000185875	Gm28565__chrY
ENSMUST00000185876	Xist__chrX
ENSMUST00000185877	Gm29423__chrY
ENSMUST00000185878	Dnm3os__chr1
ENSMUST00000185879	Dnah7b__chr1
ENSMUST00000185880	1810041H14Rik__chr14
ENSMUST00000185881	Gm28417__chr1
ENSMUST00000185883	Gm21741__chrY
ENSMUST00000185884	Gm28263__chr1
ENSMUST00000185885	Gm6026__chrY
ENSMUST00000185886	Ilkap__chr1
ENSMUST00000185887	Ppp2r3a__chr9
ENSMUST00000185888	Gm28791__chr1
ENSMUST00000185889	Gm28619__chrY
ENSMUST00000185890	Snhg14__chr7
ENSMUST00000185891	Ica1l__chr1
ENSMUST00000185892	Gm29377__chrY
ENSMUST00000185893	Fhl2__chr1
ENSMUST00000185894	Mthfs__chr9
ENSMUST00000185895	Gm29109__chrY
ENSMUST00000185896	Tmem242__chr17
ENSMUST00000185897	Dst__chr1
ENSMUST00000185898	Gm29380__chrY
ENSMUST00000185899	Slc35a4__chr18
ENSMUST00000185900	Gm29061__chrY
ENSMUST00000185901	Ak6__chr13
ENSMUST00000185902	Gm4854__chr1
ENSMUST00000185903	Tmem183a__chr1
ENSMUST00000185904	1700022I11Rik__chr4
ENSMUST00000185905	Spock1__chr13
ENSMUST00000185906	Gm18353__chr7
ENSMUST00000185908	Gm28522__chrY
ENSMUST00000185909	Trip12__chr1
ENSMUST00000185910	Gm29155__chr1
ENSMUST00000185911	Gm21922__chrY
ENSMUST00000185912	Kansl3__chr1
ENSMUST00000185913	Ttk__chr9
ENSMUST00000185914	Gm5157__chr7
ENSMUST00000185915	Gm7329__chr1
ENSMUST00000185916	1700022F17Rik__chr12
ENSMUST00000185917	1700001J11Rik__chr9
ENSMUST00000185918	Coq10b__chr1
ENSMUST00000185919	Dopey1__chr9
ENSMUST00000185920	Stk17b__chr1
ENSMUST00000185921	Gm28910__chrY
ENSMUST00000185922	Gm29197__chrY
ENSMUST00000185923	Gm28749__chrY
ENSMUST00000185924	Gm28553__chrY
ENSMUST00000185925	Gm17764__chr1
ENSMUST00000185926	Gm21778__chrY
ENSMUST00000185927	Hmgb1-rs16__chr9
ENSMUST00000185928	Rpl3__chr15
ENSMUST00000185929	Inppl1__chr7
ENSMUST00000185930	2810474O19Rik__chr6
ENSMUST00000185931	1600010M07Rik__chr7
ENSMUST00000185932	Gm21129__chr7
ENSMUST00000185933	Gm19637__chr1
ENSMUST00000185934	Gm28204__chrY
ENSMUST00000185935	Gm29375__chr9
ENSMUST00000185936	Atf7ip__chr6
ENSMUST00000185937	BC034090__chr1
ENSMUST00000185938	1700028M03Rik__chr3
ENSMUST00000185939	Gm28730__chrX
ENSMUST00000185940	Ktn1__chr14
ENSMUST00000185941	Gm28208__chrY
ENSMUST00000185942	Rims1__chr1
ENSMUST00000185943	5031425E22Rik__chr5
ENSMUST00000185944	1700088E04Rik__chr15
ENSMUST00000185945	Rnf2__chr1
ENSMUST00000185946	AV026068__chr8
ENSMUST00000185947	Mast4__chr13
ENSMUST00000185948	2210404O09Rik__chr17
ENSMUST00000185949	2010315B03Rik__chr9
ENSMUST00000185950	Ube2f__chr1
ENSMUST00000185951	Tmem237__chr1
ENSMUST00000185952	1700066M21Rik__chr1
ENSMUST00000185953	Als2cr12__chr1
ENSMUST00000185954	Gm28557__chr13
ENSMUST00000185955	Gm28300__chrY
ENSMUST00000185956	Gnas__chr2
ENSMUST00000185957	Gm28118__chr17
ENSMUST00000185958	Gm21275__chrY
ENSMUST00000185959	1700003P14Rik__chr13
ENSMUST00000185960	9330154J02Rik__chr9
ENSMUST00000185961	Nabp1__chr1
ENSMUST00000185962	Gm8739__chr13
ENSMUST00000185963	Gm28812__chrY
ENSMUST00000185964	Tmem131__chr1
ENSMUST00000185965	Cacna2d4__chr6
ENSMUST00000185966	Gm28503__chr12
ENSMUST00000185967	Ep300__chr15
ENSMUST00000185968	Pik3c2g__chr6
ENSMUST00000185969	1700029B22Rik__chr7
ENSMUST00000185970	Ralgps2__chr1
ENSMUST00000185971	1810053B23Rik__chr16
ENSMUST00000185972	Topbp1__chr9
ENSMUST00000185973	A230107N01Rik__chr13
ENSMUST00000185974	1700008K24Rik__chr17
ENSMUST00000185975	Gm28453__chr7
ENSMUST00000185976	Gm28312__chrY
ENSMUST00000185977	Gm28304__chrY
ENSMUST00000185978	Gm29468__chrY
ENSMUST00000185979	Gm29502__chr13
ENSMUST00000185980	Gm28782__chr1
ENSMUST00000185981	Gm18727__chr1
ENSMUST00000185982	Lincpint__chr6
ENSMUST00000185983	Pign__chr1
ENSMUST00000185984	Nbeal1__chr1
ENSMUST00000185985	Gramd1a__chr7
ENSMUST00000185986	2310007L24Rik__chr11
ENSMUST00000185987	Bap1__chr14
ENSMUST00000185988	Gm9271__chr7
ENSMUST00000185989	Gm29423__chrY
ENSMUST00000185990	Ppil3__chr1
ENSMUST00000185991	Gm29113__chr1
ENSMUST00000185992	Gm29500__chr1
ENSMUST00000185993	Ipo11__chr13
ENSMUST00000185994	Gm28471__chrY
ENSMUST00000185995	Gm28760__chr13
ENSMUST00000185996	Pcbp4__chr9
ENSMUST00000185997	4930435C17Rik__chr7
ENSMUST00000185998	Gm28088__chrY
ENSMUST00000185999	Gm5147__chr1
ENSMUST00000186000	Gm4451__chr7
ENSMUST00000186001	Atg4b__chr1
ENSMUST00000186002	Hdac4__chr1
ENSMUST00000186003	Nabp1__chr1
ENSMUST00000186004	Gm20908__chrY
ENSMUST00000186005	Ipo11__chr13
ENSMUST00000186006	Gm28079__chrY
ENSMUST00000186007	Gm19585__chr17
ENSMUST00000186008	Actr3__chr1
ENSMUST00000186009	Mthfs__chr9
ENSMUST00000186010	Gm4131__chr14
ENSMUST00000186011	Gm37494__chr7
ENSMUST00000186012	Gm3508__chr1
ENSMUST00000186013	Gm28679__chrY
ENSMUST00000186014	D730001G18Rik__chr15
ENSMUST00000186015	Gm28965__chrY
ENSMUST00000186016	4933411E06Rik__chr1
ENSMUST00000186017	Nek7__chr1
ENSMUST00000186018	Mrgprc4-ps__chr7
ENSMUST00000186019	Gm29413__chrY
ENSMUST00000186020	Gm29108__chrY
ENSMUST00000186021	Col3a1__chr1
ENSMUST00000186022	March2__chr17
ENSMUST00000186023	Ms4a3__chr19
ENSMUST00000186024	Jph1__chr1
ENSMUST00000186025	2010007H06Rik__chr9
ENSMUST00000186026	Gsdmcl2__chr15
ENSMUST00000186027	Gm19461__chr1
ENSMUST00000186028	Tpp2__chr1
ENSMUST00000186029	Scgb1b16-ps__chr7
ENSMUST00000186030	1700055D18Rik__chr4
ENSMUST00000186031	Scgb1b11__chr7
ENSMUST00000186032	Gm29062__chrY
ENSMUST00000186033	Ipo11__chr13
ENSMUST00000186034	Gm28333__chrY
ENSMUST00000186035	Ssty1__chrY
ENSMUST00000186036	1700023F02Rik__chr10
ENSMUST00000186037	Fam134a__chr1
ENSMUST00000186038	Chrng__chr1
ENSMUST00000186039	Gm4526__chr7
ENSMUST00000186040	Gm18970__chr1
ENSMUST00000186041	2010315B03Rik__chr9
ENSMUST00000186042	Gm29336__chr1
ENSMUST00000186043	Agfg1__chr1
ENSMUST00000186044	Nop58__chr1
ENSMUST00000186045	Srrm2__chr17
ENSMUST00000186046	Gm21147__chrY
ENSMUST00000186047	Gm21693__chrY
ENSMUST00000186048	1700003I22Rik__chr1
ENSMUST00000186049	Armc8__chr9
ENSMUST00000186050	Ncl__chr1
ENSMUST00000186051	Sulf1__chr1
ENSMUST00000186052	A430093F15Rik__chr19
ENSMUST00000186053	1700088E04Rik__chr15
ENSMUST00000186054	BE692007__chr19
ENSMUST00000186055	Gm29291__chr1
ENSMUST00000186056	Myrf__chr19
ENSMUST00000186057	Stat1__chr1
ENSMUST00000186058	Gm29377__chrY
ENSMUST00000186059	Ffar2__chr7
ENSMUST00000186060	1700044C05Rik__chr14
ENSMUST00000186061	Atr__chr9
ENSMUST00000186062	Vmn1r189__chr13
ENSMUST00000186064	Ogfrl1__chr1
ENSMUST00000186065	Gm28887__chrY
ENSMUST00000186066	Gm20847__chrY
ENSMUST00000186067	Gm29484__chrY
ENSMUST00000186068	Asb1__chr1
ENSMUST00000186069	Nadk2__chr15
ENSMUST00000186070	Cbfb__chr8
ENSMUST00000186071	Gm28253__chrY
ENSMUST00000186072	Gm28282__chr1
ENSMUST00000186073	Gm10619__chr7
ENSMUST00000186074	Gm29248__chrY
ENSMUST00000186075	Twist2__chr1
ENSMUST00000186076	U2surp__chr9
ENSMUST00000186077	Krtdap__chr7
ENSMUST00000186078	Gm28224__chrY
ENSMUST00000186079	1700031L13Rik__chr5
ENSMUST00000186081	Rgs6__chr12
ENSMUST00000186082	BC034090__chr1
ENSMUST00000186083	Gm29581__chrY
ENSMUST00000186084	1700109G14Rik__chr14
ENSMUST00000186085	Gm28460__chrY
ENSMUST00000186086	Gm28581__chr7
ENSMUST00000186087	Dock10__chr1
ENSMUST00000186088	Gm28905__chr10
ENSMUST00000186089	Phip__chr9
ENSMUST00000186090	1700031M16Rik__chr15
ENSMUST00000186091	Gm28560__chrY
ENSMUST00000186092	Gm29221__chrY
ENSMUST00000186093	Gm28248__chrY
ENSMUST00000186094	Gm28969__chrY
ENSMUST00000186095	Adgrb1__chr15
ENSMUST00000186096	Lmbrd1__chr1
ENSMUST00000186097	Abi2__chr1
ENSMUST00000186098	4933400F21Rik__chr1
ENSMUST00000186099	Phip__chr9
ENSMUST00000186100	Bclaf1__chr10
ENSMUST00000186101	Gm20844__chrY
ENSMUST00000186102	1700054K19Rik__chr6
ENSMUST00000186103	Tmeff2__chr1
ENSMUST00000186104	Gm29098__chrY
ENSMUST00000186105	Phf3__chr1
ENSMUST00000186106	Gm29638__chr7
ENSMUST00000186107	Carf__chr1
ENSMUST00000186108	Gm5248__chr19
ENSMUST00000186109	Dap__chr15
ENSMUST00000186110	Gm21409__chrY
ENSMUST00000186111	Gm29120__chrY
ENSMUST00000186112	Gm28422__chrY
ENSMUST00000186113	Pdzd2__chr15
ENSMUST00000186114	Gm10421__chr12
ENSMUST00000186115	Gm29257__chr1
ENSMUST00000186116	Fbxl19__chr7
ENSMUST00000186117	4930568A12Rik__chr1
ENSMUST00000186118	Gm28664__chrY
ENSMUST00000186119	2310069B03Rik__chr6
ENSMUST00000186120	Gm2914__chr1
ENSMUST00000186121	Gm19257__chr1
ENSMUST00000186122	Slc26a9__chr1
ENSMUST00000186123	Gm28758__chrY
ENSMUST00000186124	Atg4b__chr1
ENSMUST00000186125	Mei1__chr15
ENSMUST00000186126	Ctsh__chr9
ENSMUST00000186127	Atr__chr9
ENSMUST00000186128	Kdm5b__chr1
ENSMUST00000186129	Fn1__chr1
ENSMUST00000186130	Gm28873__chr17
ENSMUST00000186131	Spcs1__chr14
ENSMUST00000186132	Gm29611__chr1
ENSMUST00000186133	Gm29501__chr13
ENSMUST00000186134	Gm28707__chr13
ENSMUST00000186135	Gm19744__chr8
ENSMUST00000186136	Bckdhb__chr9
ENSMUST00000186137	Gm17916__chr1
ENSMUST00000186138	Gm29179__chrY
ENSMUST00000186139	U2surp__chr9
ENSMUST00000186140	Gm3376__chrY
ENSMUST00000186141	Gm28627__chr1
ENSMUST00000186142	Gm28740__chr1
ENSMUST00000186143	Gm28579__chrX
ENSMUST00000186144	Rpl23a-ps8__chr7
ENSMUST00000186145	Gm8367__chr1
ENSMUST00000186146	Gm28215__chr9
ENSMUST00000186147	2310069B03Rik__chr6
ENSMUST00000186148	Glb1l__chr1
ENSMUST00000186149	Gm28724__chr1
ENSMUST00000186150	Mrgprb12-ps__chr7
ENSMUST00000186151	Gm28296__chrY
ENSMUST00000186152	Cops8__chr1
ENSMUST00000186153	Gm29537__chrY
ENSMUST00000186154	Cd22__chr7
ENSMUST00000186155	Gm18728__chr1
ENSMUST00000186156	BC034090__chr1
ENSMUST00000186157	Gm5260__chr1
ENSMUST00000186158	Matr3__chr18
ENSMUST00000186159	Gm28529__chr18
ENSMUST00000186160	1700105P06Rik__chr19
ENSMUST00000186161	Gm28338__chrY
ENSMUST00000186162	Gm29418__chr17
ENSMUST00000186163	Tsn__chr1
ENSMUST00000186164	Hdlbp__chr1
ENSMUST00000186165	2300009A05Rik__chr9
ENSMUST00000186166	Serpina1b__chr12
ENSMUST00000186167	Park2__chr17
ENSMUST00000186168	Gm20927__chrY
ENSMUST00000186169	Gm29292__chr11
ENSMUST00000186170	Gm29642__chr9
ENSMUST00000186171	Gm7740__chr17
ENSMUST00000186173	Glb1l__chr1
ENSMUST00000186174	Gm5607__chr8
ENSMUST00000186175	Nmbr__chr10
ENSMUST00000186176	Cacna2d4__chr6
ENSMUST00000186177	Gm29001__chrY
ENSMUST00000186178	Ptprn__chr1
ENSMUST00000186179	Gm28418__chr1
ENSMUST00000186180	1700067G17Rik__chr1
ENSMUST00000186182	Psmd8__chr7
ENSMUST00000186183	2810429I04Rik__chr13
ENSMUST00000186184	Gm28079__chrY
ENSMUST00000186185	AA986860__chr1
ENSMUST00000186186	Stat1__chr1
ENSMUST00000186187	Gm28943__chrY
ENSMUST00000186188	Gm21810__chrY
ENSMUST00000186189	1700025N23Rik__chr6
ENSMUST00000186190	Lmbrd1__chr1
ENSMUST00000186191	Gm28871__chrY
ENSMUST00000186192	Rbm6-ps1__chr1
ENSMUST00000186193	Pgm3__chr9
ENSMUST00000186194	Gm28998__chrY
ENSMUST00000186195	Pign__chr1
ENSMUST00000186196	1700007E05Rik__chr16
ENSMUST00000186197	Gm4301__chr10
ENSMUST00000186198	Gm7516__chr1
ENSMUST00000186199	Gm29213__chrY
ENSMUST00000186200	Gtf2e2__chr8
ENSMUST00000186201	Gm21683__chrY
ENSMUST00000186202	Myl1__chr1
ENSMUST00000186203	Cacna2d4__chr6
ENSMUST00000186204	Gm28335__chrY
ENSMUST00000186205	M5C1000I18Rik__chr9
ENSMUST00000186206	3830432H09Rik__chr1
ENSMUST00000186207	Fbxl19__chr7
ENSMUST00000186208	Ska2l-ps__chr1
ENSMUST00000186209	Gm29089__chrY
ENSMUST00000186210	Ncapd2__chr6
ENSMUST00000186211	1700011E24Rik__chr17
ENSMUST00000186212	Gm5891__chr7
ENSMUST00000186213	Tuba4a__chr1
ENSMUST00000186214	AV026068__chr8
ENSMUST00000186215	Gm10681__chr3
ENSMUST00000186216	Gm29237__chr11
ENSMUST00000186217	Gm29633__chrY
ENSMUST00000186218	Gm28854__chrY
ENSMUST00000186219	Zfp951__chr5
ENSMUST00000186220	Msh4__chr3
ENSMUST00000186221	Gm28399__chrY
